timestamp,occupied,button_pressed,tamper_detected,battery_voltage,temperature_celsius,humidity_percent,time_since_last_event_min,event_count,estado
2025-06-17T19:19:55Z,False,False,True,2.4,26,55,0,3223,real
2025-06-17T19:20:06Z,False,False,True,2.4,26,55,0,3224,real
2025-06-17T19:21:58Z,False,False,True,2.4,25,54,0,3229,real
2025-06-17T19:22:16Z,False,False,True,2.4,25,56,0,3232,real
2025-06-17T19:38:56Z,False,False,True,2.4,25,56,0,3260,real
2025-06-17T19:39:08Z,False,False,True,2.4,25,56,0,3261,real
2025-06-17T19:51:09Z,False,False,True,2.4,24,58,0,3279,real
2025-06-17T20:09:52Z,False,False,False,2.4,25,57,0,3288,real
2025-06-17T20:11:09Z,False,False,True,2.4,25,57,0,3289,real
2025-06-17T20:11:18Z,False,False,True,2.4,25,58,0,3290,real
2025-06-17T20:20:55Z,False,False,True,2.4,25,57,0,3298,real
2025-06-17T20:28:03Z,False,False,True,2.4,24,58,0,3301,real
2025-06-17T20:29:41Z,False,False,True,2.4,24,61,0,3312,real
2025-06-17T20:30:07Z,False,False,True,2.4,24,62,0,3315,real
2025-06-17T20:39:27Z,False,False,True,2.4,24,59,0,3321,real
2025-06-17T20:39:42Z,False,False,True,2.4,24,59,0,3323,real
2025-06-18T10:48:15Z,False,False,True,2.4,26,50,0,3901,real
2025-06-18T10:49:29Z,False,False,True,2.4,26,50,0,3907,real
2025-06-18T11:09:53Z,False,False,False,2.4,26,50,7,3976,real
2025-06-18T12:07:04Z,False,False,True,2.4,26,50,1,4033,real
2025-06-18T12:09:53Z,False,False,False,2.4,26,50,1,4035,real
2025-06-18T12:48:00Z,False,False,True,2.4,26,49,0,4063,real
2025-06-18T12:48:10Z,False,False,True,2.4,26,51,0,4064,real
2025-06-18T12:48:28Z,False,False,True,2.4,26,46,0,4067,real
2025-06-18T12:56:27Z,False,False,True,2.4,28,44,0,4079,real
2025-06-18T13:09:53Z,False,False,False,2.4,26,48,13,4081,real
2025-06-18T13:14:08Z,False,False,True,2.4,26,48,0,4082,real
2025-06-18T13:14:22Z,False,False,True,2.4,26,49,1,4083,real
2025-06-18T13:17:20Z,False,False,True,2.4,26,49,1,4089,real
2025-06-18T13:20:10Z,False,False,True,2.4,26,49,0,4104,real
2025-06-18T13:54:37Z,False,False,True,2.4,27,47,0,4128,real
